tasks_at_at_time_=10,0,0.41566863656044006
tasks_at_at_time_=1,0,0.41566863656044006
task_at_at_time_=2,0,0.41566863656044006
no_embeddings,0,0.4157160818576813
tasks_at_at_time_=1,4,0.4135180711746216
no_embeddings,4,0.4135555326938629
task_at_at_time_=2,8,0.41234394907951355
tasks_at_at_time_=1,24,0.4026776850223541
tasks_at_at_time_=10,40,0.4045751690864563
no_embeddings,24,0.40271157026290894
tasks_at_at_time_=1,44,0.39397522807121277
no_embeddings,44,0.3940335214138031
task_at_at_time_=2,48,0.3972289562225342
tasks_at_at_time_=1,64,0.38688144087791443
no_embeddings,64,0.3869268000125885
tasks_at_at_time_=1,84,0.38044023513793945
no_embeddings,84,0.38043212890625
task_at_at_time_=2,88,0.38527265191078186
tasks_at_at_time_=1,104,0.373960018157959
no_embeddings,104,0.3739190697669983
tasks_at_at_time_=1,124,0.3705236613750458
no_embeddings,124,0.3704696595668793
task_at_at_time_=2,128,0.37624871730804443
tasks_at_at_time_=1,144,0.36870077252388
no_embeddings,144,0.3686279356479645
tasks_at_at_time_=1,164,0.3658671975135803
tasks_at_at_time_=10,240,0.37102454900741577
no_embeddings,164,0.3658201992511749
task_at_at_time_=2,168,0.3707936406135559
tasks_at_at_time_=1,184,0.36406347155570984
no_embeddings,184,0.36396488547325134
tasks_at_at_time_=1,204,0.3626158833503723
task_at_at_time_=2,208,0.36658573150634766
no_embeddings,204,0.3625258803367615
tasks_at_at_time_=1,224,0.35995426774024963
no_embeddings,224,0.35989123582839966
tasks_at_at_time_=1,244,0.3588784635066986
task_at_at_time_=2,248,0.36225512623786926
no_embeddings,244,0.3588235080242157
tasks_at_at_time_=1,264,0.3572380244731903
no_embeddings,264,0.35710468888282776
tasks_at_at_time_=1,284,0.35729411244392395
task_at_at_time_=2,288,0.3600369989871979
no_embeddings,284,0.3571609854698181
tasks_at_at_time_=1,304,0.356563001871109
tasks_at_at_time_=10,440,0.358146995306015
no_embeddings,304,0.35642367601394653
tasks_at_at_time_=1,324,0.3561433255672455
task_at_at_time_=2,328,0.35791999101638794
no_embeddings,324,0.35600337386131287
tasks_at_at_time_=1,344,0.35607174038887024
no_embeddings,344,0.35595011711120605
tasks_at_at_time_=1,364,0.3551502227783203
task_at_at_time_=2,368,0.35643061995506287
no_embeddings,364,0.3550676703453064
tasks_at_at_time_=1,384,0.35532957315444946
no_embeddings,384,0.35530057549476624
tasks_at_at_time_=1,404,0.3534221947193146
task_at_at_time_=2,408,0.3547484874725342
no_embeddings,404,0.353402316570282
tasks_at_at_time_=1,424,0.35392075777053833
no_embeddings,424,0.353873610496521
tasks_at_at_time_=1,444,0.3543018102645874
task_at_at_time_=2,448,0.3550335466861725
tasks_at_at_time_=10,640,0.3552466630935669
no_embeddings,444,0.3542439937591553
tasks_at_at_time_=1,464,0.3529242277145386
no_embeddings,464,0.35287728905677795
tasks_at_at_time_=1,484,0.3523956537246704
task_at_at_time_=2,488,0.3530179560184479
no_embeddings,484,0.3523598313331604
tasks_at_at_time_=1,504,0.35279273986816406
no_embeddings,504,0.35274192690849304
tasks_at_at_time_=1,524,0.3537585735321045
task_at_at_time_=2,528,0.35392412543296814
no_embeddings,524,0.3536917567253113
tasks_at_at_time_=1,544,0.35335683822631836
no_embeddings,544,0.35338449478149414
tasks_at_at_time_=1,564,0.3548358976840973
task_at_at_time_=2,568,0.3548418879508972
no_embeddings,564,0.3548905849456787
tasks_at_at_time_=1,584,0.35442054271698
tasks_at_at_time_=10,840,0.3547442555427551
no_embeddings,584,0.35444554686546326
tasks_at_at_time_=1,604,0.35439544916152954
task_at_at_time_=2,608,0.3546242415904999
no_embeddings,604,0.3543935716152191
tasks_at_at_time_=1,624,0.35475000739097595
no_embeddings,624,0.35474729537963867
tasks_at_at_time_=1,644,0.3545031249523163
task_at_at_time_=2,648,0.35466405749320984
no_embeddings,644,0.35459649562835693
tasks_at_at_time_=1,664,0.35498639941215515
no_embeddings,664,0.3550991714000702
tasks_at_at_time_=1,684,0.35470646619796753
task_at_at_time_=2,688,0.3546106815338135
no_embeddings,684,0.3547575771808624
tasks_at_at_time_=1,704,0.35522520542144775
tasks_at_at_time_=1,724,0.35417410731315613
no_embeddings,704,0.35521358251571655
task_at_at_time_=2,728,0.35434988141059875
tasks_at_at_time_=10,1040,0.35174527764320374
tasks_at_at_time_=1,744,0.35444870591163635
no_embeddings,724,0.3542369306087494
tasks_at_at_time_=1,764,0.35490795969963074
no_embeddings,744,0.3545803725719452
task_at_at_time_=2,768,0.3550175726413727
tasks_at_at_time_=1,784,0.35500165820121765
no_embeddings,764,0.3549851179122925
tasks_at_at_time_=1,804,0.35524773597717285
task_at_at_time_=2,808,0.3552582561969757
no_embeddings,784,0.3550855219364166
tasks_at_at_time_=1,824,0.35497820377349854
no_embeddings,804,0.3553590774536133
tasks_at_at_time_=1,844,0.35397401452064514
task_at_at_time_=2,848,0.35407111048698425
no_embeddings,824,0.35505300760269165
tasks_at_at_time_=1,864,0.3536384105682373
no_embeddings,844,0.35403263568878174
tasks_at_at_time_=10,1240,0.3547084331512451
tasks_at_at_time_=1,884,0.3543296754360199
task_at_at_time_=2,888,0.35445359349250793
no_embeddings,864,0.3536923825740814
tasks_at_at_time_=1,904,0.35457488894462585
no_embeddings,884,0.3543783724308014
tasks_at_at_time_=1,924,0.3547585904598236
task_at_at_time_=2,928,0.35472020506858826
no_embeddings,904,0.3545985519886017
tasks_at_at_time_=1,944,0.35542792081832886
no_embeddings,924,0.3547537624835968
tasks_at_at_time_=1,964,0.35471346974372864
task_at_at_time_=2,968,0.35465770959854126
no_embeddings,944,0.3554447293281555
tasks_at_at_time_=1,984,0.35321784019470215
no_embeddings,964,0.354745477437973
tasks_at_at_time_=1,1004,0.35250124335289
task_at_at_time_=2,1008,0.3524306118488312
no_embeddings,984,0.35324472188949585
tasks_at_at_time_=10,1440,0.35087424516677856
tasks_at_at_time_=1,1024,0.352375864982605
no_embeddings,1004,0.3525206744670868
tasks_at_at_time_=1,1044,0.3513469398021698
task_at_at_time_=2,1048,0.35121190547943115
no_embeddings,1024,0.3524399399757385
tasks_at_at_time_=1,1064,0.3508429527282715
no_embeddings,1044,0.35137566924095154
tasks_at_at_time_=1,1084,0.3508438766002655
task_at_at_time_=2,1088,0.35093972086906433
no_embeddings,1064,0.3508317172527313
tasks_at_at_time_=1,1104,0.35225602984428406
no_embeddings,1084,0.3508550822734833
tasks_at_at_time_=1,1124,0.35259702801704407
task_at_at_time_=2,1128,0.35271650552749634
no_embeddings,1104,0.3523021936416626
tasks_at_at_time_=1,1144,0.3526597023010254
no_embeddings,1124,0.35267409682273865
tasks_at_at_time_=10,1640,0.3530994951725006
tasks_at_at_time_=1,1164,0.353109210729599
task_at_at_time_=2,1168,0.35313838720321655
no_embeddings,1144,0.3527691662311554
tasks_at_at_time_=1,1184,0.35378298163414
no_embeddings,1164,0.3532395660877228
task_at_at_time_=2,1208,0.3547356426715851
tasks_at_at_time_=1,1204,0.3543529212474823
no_embeddings,1184,0.353921115398407
tasks_at_at_time_=1,1224,0.3542735278606415
no_embeddings,1204,0.35443413257598877
tasks_at_at_time_=1,1244,0.354493647813797
task_at_at_time_=2,1248,0.35465213656425476
no_embeddings,1224,0.35433638095855713
tasks_at_at_time_=1,1264,0.3544794023036957
no_embeddings,1244,0.35457274317741394
tasks_at_at_time_=1,1284,0.35484302043914795
task_at_at_time_=2,1288,0.3546549379825592
tasks_at_at_time_=10,1840,0.35171130299568176
no_embeddings,1264,0.3545472323894501
tasks_at_at_time_=1,1304,0.3545498549938202
no_embeddings,1284,0.35487228631973267
task_at_at_time_=2,1328,0.3535686135292053
tasks_at_at_time_=1,1324,0.35367316007614136
no_embeddings,1304,0.3545631766319275
tasks_at_at_time_=1,1344,0.3539794981479645
no_embeddings,1324,0.3536885380744934
